Index,Original_Text,Option 1,Option 2
155,"acute kidney injury ( aki ) requiring dialysis is a serious complication in critically ill patients , bringing increased morbidity , mortality , and costs of care [ 14 ] . aki requiring dialysis is usually considered the most severe form of kidney injury , and these patients have been conventionally regarded as a relatively  homogenous  group of patients , either when describing epidemiological information or while conducting clinical trials [ 5 , 6 ] . however , studies examining interventions in dialysis patients ( e.g. , dialysis modality or frequency have not demonstrated unequivocal survival benefits [ 79 ] . it is well recognized that small changes in creatinine ( mild - to - moderate aki ) independently predict mortality [ 10 , 11 ] ; we also recently reported that patients with aki requiring dialysis represent a wider spectrum of severity of kidney injury , contrary to the prevalent notion . thus , it can be hypothesized that the degree of elevation of creatinine prior to initiating dialysis may discriminate risk - adjusted mortality , similar to the observations in nondialysis requiring aki .",", the of  cu  patients withaki requirealysis  is not  common, and the is of importance in the management  ofaki. we  the thes of ofa anda in patients  who  require lysis inicu, mortality,  and outcomes. the sr (s r)  for a group ii  was 0.  in  groupiv  were  0. in","we examined the relationship between creatine elevation prior dilysis initiation and mortality in patients with acute kidney (aki), and the results of the study were based on the data of a cohort of patients who requiredalysis during i stay, the s ofa - d (i ) patients, who were admitted to the hospital and were in the of of hospital. we ed the patients in groupii ( group) and group "
156,"many previous studies have revealed that parents , especially mothers , of children with developmental disabilities such as intellectual disabilities ( ids ) , developmental delay , and physical and sensory handicaps are more likely to show signs of psychological distress or depressive symptoms and to exhibit lower well - being than parents of typically developing children [ 15 ] . it is generally accepted that caring for a child who has a developmental disability may involve significant and prolonged periods of time and energy . since the majority of this increased daily care - giving burden for these children is carried by their parents , they are supposed to have an increased risk for high levels of stress , and thus some cases may be linked to depression [ 7 , 8 ] . recently , the mental health needs of adults with i d have also been taken up for discussion . studies have revealed that psychiatric disorders are more prevalent in people with i d compared within the general population .
specialist psychiatric services for people with i d are available in some countries such as the uk and the usa ; however , the provision of high - quality psychiatric services remains a major concern in many countries .
.",", the mental of parents withid and developmentals is  problem in ja   and the of the  parents is in  state  of  crisis. this is the first study to the parents of children with d  japan  to  the on of mental and needs  in facilities with developmental  disabilities  this was conducted inotober 2008. the questionnaire was in english, was written inase, witha","the present study was conducted in japan, and the results showed that the parents of children with d and physical disabilities were in a position to provide support to the children and their families in the form of the - id group, which is the group with the highest level of mental and mental disorders, the of s and ms, pd,m andd are the most common psychatric disorders and are considered to be the main of"
157,"in may 2001 , 24 cases of s. typhimurium dt160 salmonellosis were reported in the auckland region compared with an average of four sporadic cases each month with this serotype in the previous 7 months . raw and undercooked egg consumption was commonly reported by the first 10 case - patients interviewed . a case - control study and environmental investigation were undertaken to identify the vehicle of infection and source of the outbreak . recognizing the potential for a widely dispersed foodborne outbreak , we expanded the investigation throughout new zealand . we defined a case as diarrhea ( 3 loose stools in a 24-hour period ) or vomiting after april 28 , 2001 , with a stool specimen positive for s. typhimurium dt160 .","- patients and controls did not differ significantly the with of illness. s himum  t160 was isolated from roof- collected rain in new aland  the of of pri 28, 2001.s.typuriumd160 has been reported in uckland in the past  years, but not newzeand.a of-  study  ofshimuri is inuckand, newaa","s.typurium d160 has been reported as the cause of large of disease in zeand, and the of of. typumt t160 was found in roof- collected water in the aal region of the country. the results of this study suggest that - es iasa ossi naeaa and psoai are associated with the development of diseases in and"
158,"non - crystallographic symmetry ( ncs ) is common in macromolecular crystals , occurring in about 1/3 or more of structures in the protein data bank [ 2 , 3 , 24 ] . though non - crystallographic symmetry increases the complexity of structure determination , in most cases it yields a distinct advantage in this process because it brings with it information on relationships between density in different parts of the crystal and between coordinates in different parts of the structure [ 4 , 1214 ] . these relationships greatly improve density modification and refinement , two key steps in structure determination . one is simple examination of a model that has more than one copy of a chain . it can be used after molecular replacement has been carried out or after a model has been built ."," we  present  method to non- crystalographic symmetry   which  is to the of ns- related in  map. the c- s -s method  the used to identify thecs in the map, thenc  operators, is  simple  and  fast  approach.  in case  there  are  number  of inss ofc in structure  this  can be  by","a view of experimental - phased, non density- modified density ata resolution of 2.7 near chain c of gere. the s of the structure is shown in figure 1a, b, and d are shown, the position of this is in the region that is of interest, so the method is used to identify non- crystalographic symmetry from the map, which is to determine the local ofcs and the correlation betweenc and"
159,"putting a halt to the rising trend in overweight prevalence has high priority in public health policy all over the developed world . prevention , preferably starting at an early age , is considered as the key strategy to achieve this goal , and considerable effort is put into the design of preventive measures . whereas we know in general terms that overweight is the result of an unbalance between energy intake and energy expenditure , development of effective preventive measures requires a much more specific understanding . specific dietary habits and ( in)activities associated with overweight risk in specific age groups need to be identified and their quantitative contribution to the overweight prevalence in the population needs to be assessed . in addition , we need to know whether the importance of specific behaviors for the development of overweight differs between sub groups in the population .","the prevalence of overweight in the age of 8 years was the same in all age groups, except the of children of mothers with  low education. the association between diet and overweight was insignificant the the stratification for maternal education, overweight, and gender  the results  were similar, the between the and of the  of age and age  was   significant  and the for the variables the were the in  regression  models, adjusted gender, birth and","the prevalence of overweight was higher in children with a higher level of education than in those with low education, and the association between food consumption and obesity was in the of the s of children who were overweight and were ed to the in of, the consumption of food and beverages was based on the frequency of consumption. the results of this study were obtained by the use of questionnaires, which were used to assess the intake of foods, beverages and food in "
160,"the protection of water supplies and water distribution infrastructure such as reservoirs is of great concern for those defending against bioterrorism . the us military is concerned because there exist multiple biological warfare agents ( bwas ) that could be intentionally introduced into the water supply which could have serious implications for military operations as well as civilians located within a theater of operations . to protect potable water supplies , the department of defense ( dod ) seeks to develop a rapid field test that would determine if field supplies of water are safe to drink by the warfighter during a military operation . the us armed services have fielded biological defense systems that are designed to protect against a large scale attack via bwas dispersed through the air . these defensive systems utilize high - efficiency aerosol collectors that impinge the sampled air into a liquid buffer which is tested for bwas using antibody - based handheld assays ( hhas ) .",",  b is  biological agent that can be in the air and in powders. the of ofb has been in water for  long  time  the sd- page (ss-  page)  is used to the detection ofricin and se in  water. ds  and c- pages  were for the seb andb  ina water of ml  with chlor  chlorine","has been used to detect ric and se in water, and the d of a - m l of water was used for the detection ofin and b in the water of the military. cd was obtained from ss r o t e i n ps and was to the of ofs in hs, x andb, thes of ands were used the in ofa"
161,"osteosarcoma is a common primary malignant bone tumor with complicated pathogenesis and frequent distal metastasis , thus causing higher mortality rates , especially in the teenagers . epidemiological surveys revealed that nearly 40% of osteosarcoma patients died from misdiagnosis and/or early tumor metastasis , especially toward the lung tissue [ 24 ] .
therefore , it is of critical importance to find a simple and effective biological marker for osteosarcoma , in order to make early diagnosis . current studies have revealed the role of gene mutation in the proliferation of tumor cells . cell apoptosis - related genes , including vascular epithelial growth factor ( vegf ) and microrna ( mir)-96 , were found to be closely correlated with the occurrence and prognosis of osteosarcoma . p15 , a novel tumor - suppressor gene , has been reported to play an important regulatory role in the progression of various malignant tumors , such as pulmonary cancer , nasopharynx cancer , and kidney cancer .","osteoara is  common mal tumor, and the of tumors are in the   of of  tumor. p-ic (pc)  isa gene  that  in  human  has been implica in tumor  and metsis  the ination ofp15 is of importance  as  marker the tumor and metas is. this  was the first to the thea of thep 15 in ofaa","The present study was conducted to determine the effect of p15 mutation on the expression of tumor cells, and the results showed that the s - r a  c e n, d t g l m b. i o u y  and hs were used to the of the tumors ofscoma in rats, which were in the in of ofasa andaa"
162,"the term was used by hallopeau in 1889 and is derived from the greek ; thrix - hair , tillein - pull out and mania - madness . scalp is the most common site for pulling hair although other hair bearing areas may be involved . in less severe forms
diagnosis is mainly by history and clinical examination , nevertheless , sometimes it is very difficult to differentiate it from other causes of noncicatricial alopecia . trichoscopy , dermoscopy hair and scalp , is a noninvasive technique for differential diagnosis of various hair and scalp diseases . here
authors evaluated trichoscopic patterns in ttm and authors believe that these patterns are specific to ttm , which can aide in early diagnosis of this chronic condition .","tillmania (tm)   isa chronic hair disease  the oft is  common  and difficult to treat. t m, aa, anda are  area diseases, the  of sm  hair are the most of in  patients  this is by thetoscopic  patterns  we  present  new rich patterns thes ofst andm ina  study.","The present study was carried out on 10 patients attending department of dermatology in a tiary hospital attached to s.njaappa medical college at bagkot, south india betweenjanary 2014 andju 2014. the findings oftm were in the form of - hair, c hairs, and ip hair, in which the hair is broken at different lengths and the ps of hair are ed to the scalp "
163,"the prevalence of syphilis in the normal population has decreased significantly since 1977 in korea ( 1 , 2 ) . however ,
in western countries the incidence of syphilis has risen , mainly in the 20 - 24 age group and its clinical manifestations have been various ( 3 ) . sexual activity has become more acceptable in our culture recently , initiating various forms of sex , and as a result , many different clinical conditions of sexually transmitted disease ( std ) have appeared . it is usually asymptomatic and less frequently presents as proctitis , ulcer and pseudotumors ( 3 , 4 ) . therefore , it is difficult to diagnose and physicians occasionally might prescribe inappropriate treatments ( 5 , 6 ) .","rec sphilis   is  rare  and rare. however, the of of recsyis is in  epidemic  we  presenta case rectal phil  which  was suspected to bettal cancer. in this  case, we the  patient  admitted  sexual  incourse, and the history revealed sexuality  the patient was sexually  by  male  our case  presented asymptom bowel ","In this case, we present case of rec phil which was suspected to be rec cancer. the patient had bowel change withtensmus, mus discharge, anal pain and intermittent presence of blood in stool. sigocopy in our gastrointestinal ends unit showed a - mass of 1.5 to 2 cm on the posterior of theguinal area and the dl test was positive. in the case, the patients hadaa of of and "
164,"the protective effects of vagus nerve during ischemia / reperfusion ( i / r ) have been suggested ( 1 ) . vagus nerve stimulation decreases the inflammation and the injuries resulted from i / r through affecting neutrophils while vagotomy increases these processes ( 1 ) . moreover , it has been observed that stimulation of vagus nerve can cause protective effects on gastric injury through releasing prostaglandins , nitric oxide ( no ) and calcitonin gene related peptide ( cgrp ) ( 2 ) . it is probable that vagus nerve exerts its gastric protective effects through releasing the aforementioned mediators . also , it has been reported that cholinergic activity of the efferent vagus nerve can participate in immunity modulation ( 3 ) .",", gu nerve has protective effects during ic/ repfusion (i/ r)  it has been that atinin has  protective effect the vas nerve duringi /r   the of of gas injury and p ulcer. tasin  anda s in (ts) have been  in the  of  gas  injury in rats  this was the in ofa of","The present study was performed in 42 male rats weighing 180- 220. the number of neutrs was examined in a semiitative manner using the method described by valent and paa method ( ) and the activity of aton in the stimulation of gus nerve was determined by the of the - s, m  and t es ins and inas ofa o n i d c "
165,"a stratified , multistage probability cluster sampling design was used in this survey ( 13 ) . based on socioeconomic characteristics
, in the first stage of sampling , 22 counties were randomly selected from each of the 6 regions in china . in the second stage ,
three townships were randomly selected from each of the selected counties . from each of the townships ,
2 residential villages were randomly selected ; and 90 households were then randomly sampled from each village for physical examination . one - third of the households were selected to participate in the dietary survey and blood draw .",", the of of amine and hyperlyemia in l was by the  of diet, economic status, andbi inhood.   diet  is  key to the health  and of health in life. in the present  we the diet and diet in adulthood, a f pattern,,aa and m, were used as indicators the nutritional and health of thelhood  the in ofl","in the present study, we used the sas 9.2 for windows (ss institute, cary,nc) to assess the effects of famine on the population, and the results of the study were ed by the analysis of data from the 2002 cnhs, which was a multi- stage- designed survey, to determine whether the effect off on amine and glyemia were affected by an improved environment, the"
166,"with the goal of discovering the genes that contribute to the risk of common diseases , numerous susceptibility loci have been identified using linkage analysis . despite replication of many of these linkages in a second sample ,
some exceptions include tbc1d1 , identified as the gene responsible for the obesity linkage on chromosome 4p15 - 14 , and hoxb13 , identified as the gene responsible for the prostate cancer linkage on chromosome 17q21 - 22 . however , for many other common disease linkage signals , the underlying causal genes and variants await discovery . the expectation that a single gene accounts for a linkage peak may contribute to the difficulty in identifying causal genes . on the contrary
attributed a triglyceride linkage on chromosome 7q36 to variants in five genes and christians et al .","of aa  population, the ofage and association has been   problem. the age oftd andad inas is  challenge the thes ofa and sps in thea population. we the linkage  and associations the african (a) sub of thegenid (gendd  sample) to the and ofss and the ins  in  study. ",", the sps were identified in the genome of aa population of africans (as) and have been used to identify the genes that are associated with t2d and od. we used np to map the regions and to determine the association between ds andss in ms, and the ofs of thes p inm andm ins. - ed, id"
167,"the circadian system organizes the different biological functions in 24 h , such as sleep / activity , temperature , heart rate , glucose level , cortisol production , and oxidative stress . in mammals ,
this system is organized by a central clock localized in the suprachiasmatic nucleus of the hypothalamus ( scn ) and in a series of peripheral oscillators such as the liver , lung , adrenal gland , fibroblast cells , and others tissues [ 2 , 4 ] . the peripheral oscillators are synchronized every day via nervous or humoral signals , and the most important humoral signal is the melatonin hormone , secreted by the pineal gland during the dark hours , and its impairment is associated with different disorders such as insomnia , cardiovascular disease , and cancer . the molecular clock is organized by transcriptional / translational feedback loop of clock genes named clock , bmal1 , per13 , and cry1 - 2 . at the molecular level ,
the complex clock - bmal1 stimulates the expression of negative regulators per13 and cry1 - 2 , and their protein inhibits the effect of the heterodimer clock / bmal1",", the circa system is  key in the of metabolism, and thes of the is of importance the development of diseases. the  of dian is an of system  which the intility   and inility,  inferility. this is the reason this  is in  study  to the association theb1 polyism with diabetes, obesity, hypersemia, cancer, diabetes and addictions. ",", the analysis of b1 polyism s4757144 was performed in the a of the population, and the results showed that the circa system is important for the development of diseases, such as diabetes, hypercemia, dysemia and hyper. the study of ints and ins, in t, m and es are of importance, as they are associated with the of of metabolism, metabolism and metabolism in in and of,"
168,"cellular adaptation requires biochemical processes including post - translational mechanisms to modify existing proteins . catalyzed by opposing kinases and phosphatases , reversible phosphorylation of serine , threonine , and tyrosine residues is now appreciated as a fundamental regulatory mechanism with the majority of phosphorylation ( > 99% ) occurring on serine and threonine residues [ 1 , 2 ] . due to their untapped therapeutic potential ,
protein phosphatases have been identified as promising targets for xenobiotic manipulation through rational drug design ( reviewed in [ 36 ] ) . in particular ,
the ubiquitously expressed protein phosphatase 2a ( pp2a ) has been proposed as a target for the treatment of a number of pathologies ranging from neurodegenerative diseases such as alzheimer disease to a variety of neoplasias [ 79 ] . compared to other members of the phosphoprotein phosphatase ( ppp ) superfamily of serine / threonine phosphatases , a detailed understanding of the mechanism by which pp2a recognizes substrates and mediates site - specific dephosphorylation remains to be developed .",", the 2a/b holozyme is  heteromeric complex, which is targeted discrete locales. the of of   2a / b homomeric isoforms have been in the in of ino  cells, and the isform of theb- sub is to thecyto  of cells. this  has been  by a of studies  in o cells  thea",", the - sub of pp2a has been shown to be key to the regulation of theozyme in a variety of cell types, including s, b, and. in particular, in the case ofppa, it is thought that the 2a sub is able to regulate the ofa oa andaa inas and ins essae andsose, which are the main of"
169,"connectivity is key to understanding activity in neural systems ( sporns et al . , 2000 ) . network connectivity in science and in engineering fields as diverse as mechanics , communication technology , public health , geography and town planning , is studied mathematically using the concepts of graph theory ( bollobas , 1998 ) . recently , graph theory is being applied to brain connectivity ( sporns and zwi , 2004 ; bullmore and sporns , 2009 ) and its pathologies in alzheimer 's disease ( stam , 2004 ; stam et al . , 2007 ) , brain tumors ( bartolomei et al . , 2006 ) , epilepsy ( ponten et al . , 2007 ) and , in particular , schizophrenia ( bleuler , 1911/1950 ; friston and frith , 1995 ; andreasen , 1999 ; micheloyannis et al . , 2006 ;
applying graph - theoretic concepts to the brain sheds new light on the basic principles of integration and segregation underlying adaptive cognitive processes , and on their disruption in maladaptive states .",", the col function  is  function of connectivity, and the ofcol isa function the number of connections the network  has  the ability  to   in  small- world  structure. this is the for of  graph- theetic  studies,  which the peration function, ofa  random  network, in the brain  of schizophrenia  and other ologies, to the in of fragmentation  we the",", the e of the network is a complex of - s and ds that are able to connect to each other, and in the case of schizophrenia, it is possible to the the of of network, which is the result of correlation between the number of units and the activity of each unit, that is, if there is no connection between units, then the and ofs are connected. thes of and are the in of, in "
170,"dysphagia is the subjective awareness of difficulty in the passage of solids or liquids from the oropharynx to the stomach . dysphagia can be classified into an oropharyngeal or an esophageal location , and it is caused by neuromuscular motility disorders and mechanical obstruction.1 ) mechanical dysphagia is associated with intrinsic or extrinsic compression , resulting in progressive intolerance to solids . the term , dysphagia aortica , has been used to describe difficulty in swallowing caused by external compression from an ectatic , tortuous , or aneurysmal aorta as a result of age - related degeneration.2 ) dysphagia aortica is classically seen in elderly women with short stature who have hypertension and kyphosis.3 ) we report herein a patient with dysphagia associated with an aortic aneurysm . an 86-year - old woman presented with worsening nausea and vomiting .","phagia ortica  is  rare  cause ofphaga in  elderly  the of ofatic eursm.  sophalosis isa common of dysi atica, and is associated withaors compression. we  presenta of 86-year- old with dysaa ortica. the history, the radio  and imaging  were normal, but the was","phaga atica is an uncommon type of dysia that is caused by exnic compression, which is associated with the of of the esphagus, and the results of ooography and endography have been reported in patients with dysaa ortica. the findings are consistent with sas ii and ti  and are related to the presence ofaora and ora in the body, thes"
171,"from now on , molecular study regarding female sexuality has focused on female sexual hormone , like estrogen receptor ( er ) and er derivatives.12 but flibanserin is an agent of 5-hydroxytryptamin ( 5-ht ) type 1a receptor and an antagonist of 5-ht type 2a and thus a new molecular entity.3 flibanserin was originally developed as antidepressant drug . in clinical stage 2a as antidepressant , flibanserin could not prove its effectiveness , but almost no sexual function disorder was reported in subjects . for this reason , the arizona sexual experiences scale ( asex ) was used for making a comparison of the sexual function effectiveness of flibanserin on antidepressant vs. placebo proven in stage 2b studies among four depression programs.4 stage 2b studies have failed to prove its general effectiveness on depression , but in answering this question "" how intense is your sexual desire ? "" in the asex , flibanserin turned out to be more excellent in both placebo and active - comparator . since then , drug development has changed its directivity toward being a potential medicine for treating hypoactive sexual desire disorder ( hsdd ) .","liberin was approved byfaa onjun 4, 2015   the offanserin is  new le entity, and the ss- r is the primary end of of sexual  disorder. however, thes and ofs are reported by patients, not by clinicians  so the is of importance to the for ofas of  ands in  women. lib erin  isa of   4,  2015","fanserin was approved by da in 2009 for its effacy and safety, but the results of the studies were not satisfactory, and the ss of liberin were reported as the most important in the treatment of sexual in a way that was not, the effects oflib on sexual are reported by the patients, in case that the sexual is not in, it is important to the of of and if the use offserin is the,"
172,"kcm is itself very rare and distinct type of keratoacanthoma which usually occurs over extremities and scalp is unusual site for development of lesion . treatment is difficult as lesion of kcm present with large raised , rolled borders with peripheral extension . keratoacanthoma ( ka ) is a rapidly evolving tumor , composed of keratinizing squamous cells originating in pilosebaceous follicles and resolving spontaneously if left untreated . it is relatively common , especially in whites occurring in middle age while being uncommon in dark - skinned .
. it presents as firm , rounded , flesh - colored or reddish papule ; with a rapid growth phase becoming 10 - 20 mm and then spontaneous healing taking place over three months ."," km is  rare  benign  malignant  tumor. a  patient  aged  60  presented withaasymptom le on scalp since one  year.he presented symptom  with  raised, rolled border and atrophy at the centre. hist is of importance to the of of c m  and psuhorn  the sms of scalp  is rare.","a 62-year- old male, watch by occupation presented withasymptom raised le on ver of scalp, which is rare, and the s of cm. the of ofc is - ed, d  and tees, with psas andss in ms. km isa rare and distinct type ofkertoacanhom (ka ) which occurs over extrem and is"
173,"hydroxyapatite biomaterials are materials that are very widely used in several health purposes , including as a source of calcium for the manufacture of toothpaste and as an important material in the formation / bone repair . the chemical properties of hydroxyapatite are bioactive and compatible with the adjacent bone and teeth . hydroxyapatite is a calcium phosphate ceramic that is totally biocompatible and nontoxic and becomes an integral part of living bone and teeth tissue [ 18 ] . the raw material for the production of hydroxyapatite biomaterial is very easily available and abundant in indonesia . the production process was easy and the cost is also relatively inexpensive if done on a large scale ."," the of a  patie  is  material  that used in dental, dental, and dental applications. the  ofapati is an of material that the in of tooth demalization, the formation ofhydroxypatit is bycalcation at  temperature of 800c  this is the for of theas sing  and inter  in o h  (oh)2  witha temperature 800 ","The results of the calcation of apatie were obtained by the use ofa - ray spectrometer (xd), which is used to measure the concentration of calcium in the solution, and the results are shown in figure 3 and 4. the result ofcalcations was obtained using x-ray diffogram ( r ) and t-r (t) in s e n c d i "
174,"brain injury is caused by intrinsic or extrinsic factors and it can result in various 
 disabilities such as motor , sensory , behavioral , or cognitive dysfunction depending on the 
 area of the brain lesion1 . cognitive 
 impairment due to brain injury is an important factor affecting patients independent 
 functions and participation in activities2 , interfering with their return to daily living and work3 . it can also influence motivation and the 
 ability to participate in rehabilitation programs and interfere with a return to the 
 community . therefore , for successful rehabilitation , accurate and comprehensive cognitive 
 assessment and treatment are required4 . for cognitive rehabilitation of patients with brain injury , traditional treatment and 
 computer - based cognitive therapy
( vr ) technology is 
 gaining recognition as a useful tool for cognitive research , evaluation , and 
 rehabilitation5 .","the of rts and crossover studies were  in the  of brain  injury. the results of this review suggest thatvr is an effective for rehabilitation patients with brain injury  however, some of the studies not blind. this  review, the types ofv programs used in rehabilitation the patients brain with injury, and the effect the on cognitive were the in   systematic  reviews. results this systematic was the thes of of","The results of this review suggest that r is an effective tool for the assessment of cognitive function in patients with brain injury, and that the use ofr in rehabilitation is a promising method to improve the function of patients. v programs have been used to assess cognitive in the context of the environment and the effects of on cognitive and cognitive, the of s and - e, t,tt andts, in addition, they can be used as "
175,"despite a considerable progress in malaria control in iran over the past few years that led to significant reduction of cases , the disease still remains a major health problem in south and southeastern parts of the country . 2008 , afsharpad et al . 2012 ) and insecticide resistance of anopheles vectors ( enayati et al .
2012 ) are aggravated by continuous influx of imported cases , mostly with plasmodium falciparum , from neighboring countries of afghanistan and pakistan ( zakeri et al . the latest checklists of iranian mosquitoes include 28 anopheles species , identified mostly on the basis of morphological features , and a few by dna - based approaches ( azari - hamidian 2007 ) .", aneles flutilis is  complex of parasitees. the ofs of ans  t and u  have been  in a of of  of ins and in ofas iniran.  co gene has been used as  diagnostic for an an ina andian  and other  areas. this  is the first to the ana i sa in,"The results of this study showed that the co gene is a useful tool for the identification of the species, and the s - d3 gene was used to identify species in iran. in the present study, we ed to the of of na and t ins ands inas, msa,m,sm andm in in and in, thes of anda were used as the for identification "
176,"they are found most commonly in the cranial and peripheral nerves , and occurrence in the omentum is very rare . however , there have been some cases reported to develop serious complications and , if there was malignancy , to cause metastasis or recurrence . we presented a case of schwannoma originating from the great omentum , including histological and immunohistological studies . a 55-year - old man was referred to our department for the treatment of a tumor detected close to the stomach by ultrasound . medical examination including
ultrasound had been regularly performed to follow up his gallbladder stone for the past 6 years .","schwnoma is  rare  benign tumor.  par section is the most of treatment forschwmas, especially in the ment  and the cavity. the oftological and immunotoological of anaas are to the for of the tumor  but the is of importance to  diagnosis and treatment. we  present  case a of ofschwna from theoum,  which small and symptom and","a 55-year- old man was referred to our department for the treatment of schwnoma from the ment, which was in the of the stomach, and the tumor was with t - ed s and ds. c imaging showeda 2.0 cm cyst mass lateral to the wall of stomach. in case of mal annoa, we performedpar re with vessel system and showed ofa nee "
177,"coronary artery disease ( cad ) is a major public health problem worldwide and the single largest cause of mortality in the united states , responsible for one of every six deaths ( aha heart disease and stroke statistics , 2010 ) . cad is caused by atherosclerosis , which is an inflammatory disease that involves multiple cell types , including circulating cells and cells in the vessel wall . despite advances in risk factor management on an epidemiological level ,
various blood markers associated with increased risk for death and cardiovascular endpoints have been identified , but currently very few have been shown to have a diagnostic impact or important clinical implications that would affect patient management . therefore , there is a great need for innovative biomarkers that can assess risk for cad , assess activity of the atherosclerotic process , and guide evaluation of therapy . several recent studies have suggested that circulating micrornas could be useful as biomarkers for various human disease states , including cancer , acute myocardial infarction [ 47 ] , heart failure , and chronic vascular disease [ 8 , 9 ] .",", mira levels in blood of patients with cad are higher than those in healthy   patients,  suggesting  role ofna in the of of vascular  in d.  we the expression mirn in whole blood in patients ca withd, and the in ofd in ind patients.,, this is the first to the n aas  ofa  study  to  thea of","in this study, we investigated the expression of mira in blood of patients withgioly cad, which is a disease that involves multiple types of cells, and we found that mir expression was significantly in the of blood in patients who are with dd and sd, nas,sa,ns andss. we performed an analysis of whole blood samples from patients, who were ed by the ra - "
178,"among eusocial insects , paper wasps ( hymenoptera : vespidae : polistinae ) are notable for the diversity of their nest architecture ( jeanne , 1975 ; wenzel , 1991 ) . many swarm - founding polistine wasps , including most species of the neotropical tribe epiponini , construct envelopes around their brood combs . comparative and experimental studies suggest that , among other functions , nest envelopes reduce rates of predation and parasitism on wasp brood ( london and jeanne , 1998 ; smith et al . , 2001 ) . however , little is known about the adaptive significance of variation in the materials that wasps use to construct nest envelopes ( hansell 1984 ; wenzel , 1991 ; cole et al . , 2001 ) . polybia emaciata is unusual among the polistine wasps because it uses mud , rather than wood pulp or plant fibers , as the main raw material for nest construction ( schremmer , 1984 ) .","p maciata is the only   species known to build nests with  continuous envelope. p. maciata has  long history of nest construction,  and the of the isps  has been  for in the past  decades. the  ofpmac iata  is  member ofa group of etine wasp species, polybiaemaca  which in ma and aa","The p eiata nests were located in the area of panaa, a region of the country, and the s of. ii and tiasaeaa, the of. macs and.macs, were in place during the we season from august to 15ober 1990, we observed the nest ofp mac in m, ina ofa anda. the. of mac and mac were d in"
179,"human gliomas represent 50% to 60% of all intracranial tumors . according to the world health organization ( who ) guidelines ,
gliomas are histologically classified into four grades : pilocytic astrocytoma ( grade i ) , low - grade diffuse astrocytoma ( grade ii ) , anaplastic astrocytoma ( grade iii ) , and glioblastoma multiforme ( gbm , grade iv ) . both diagnostic technologies and therapeutic strategies
the 5-year survival rates of low - grade ( grade i~ii ) and high - grade ( grade iii~iv ) glioma patients in china are 75.4% and 18.2% , respectively . especially , the median survival time for patients with gbm is still only 12 months . indeed ,
early diagnosis and prolonging survival in glioma patients remains a great challenge for clinicians in the field of neurooncology ."," mp is  key in the of of cancer  the expression  ofmp inglimas has been  for  long  time. the gg  expression in omas  andglims  has  been to the by of the in of p r and cr  in tumors. in this  we themp expression the thes ino ofoaa mas, theas",", the expression of g in oma cells was determined by the - n s a  c t m e d l p r  and b. mp was expressed in the cells ofoa andaasa, and the ofg was detected by i-s ands- ins, y- andg- expression in cells, which are in of thes of"
180,"the prevalence of overweight and obesity among children and adolescents has widely increased worldwide [ 1 , 2 ] , making it one of the most common chronic disorders in this age group and in adulthood . the use of body mass index ( bmi ) for age to define being overweight and obese in children and adolescents is well established for both clinical and public health applications , because of their feasibility under clinical settings and in epidemiological studies [ 3 , 4 ] . in children and adolescents ,
the natural increases in bmi that occur with age necessitate the use of age - sex - specific thresholds . the most widely used growth charts are the centers for disease control and prevention ( cdc-2000 ) , the international task force ( iotf ) , and the 2007 growth references for 5 to 19 year olds produced by the world health organization ( who-2007 ) . the cdc-2000 growth charts were developed to evaluate the nutritional status of us children and were originated from five cross - sectional representative surveys carried out in the us between 1963 and 1994 .","the prevalence overweight and obesity inadls varied widely. in a  review, overweight prevalence in adolescents varied  widely, the of prevalence higher than 30%, and higher among girls, in the countries of africa,asia,   andasia. the d and prevalence of obesity varied the in countries, countries  regions, age, gender, region, country, year  year, years  years.  prevalence obesity among adolescents in africa anda",", the prevalence of overweight and obesity in adolescents was higher than in children and adolescents in the past 12 years ( 1999 ) and a number of studies have been conducted to determine prevalence obesity and overweight among adolescents. the itf cut- off was used to class overweight ina and obese in eas, sa, anda ins ands in and in in, ine,a - ts ; ct "
181,"sacubitril / valsartan is a combination of a neprilysin inhibitor and an angiotensin ii receptor blocker , indicated to decrease the risk of cardiovascular death and hospitalization for heart failure in patients with chronic heart failure.a patient previously stable on atorvastatin developed severe rhabdomyolysis and an elevation of transaminases within 26  days of initiation of sacubitril / valsartan . rhabdomyolysis is a syndrome characterized by skeletal muscle cell damage , leading to elevated creatine kinase ( ck ) , lactate dehydrogenase ( ldh ) , and aspartate aminotranferase ( ast ) , which can result in severe sequelae , including renal failure , cardiac arrhythmia , hyperthermia and death . associated elevations in transaminases may be seen , even in the absence of significant liver injury . clinically , rhabdomyolysis classically presents with muscle pain , weakness and dark , red or tea - colored urine ; however , less than 10% of patients will demonstrate all three components of this triad . rhabdomyolysis may be triggered by hereditary and/or acquired mechanisms , with approximately 75% of initial episodes being a result of acquired causes .",", ubil/ sartan is  combination statin  with  p- glyco protein, sactri  andsan, which is commonly in patients with heart failure. this is the first report ofrdomylysis in  patient with chronic failure  this was  case ofa 63-year- old guynes with hyper and hyperemia, hyper, and failure, witha history of chronic  failure","in this case, the patient was on ubil /valartan for more than 7 years, and the a of rdomolysis has been reported in patients with hyperemia, ii s and ts. the of ofa - o e n d c b m  ls,assa andaa inst ands in and in the, of thea"
