Index,Original_Text,Option 1,Option 2
79,"type 1 diabetes ( t1d ) is characterized by autoimmune destruction of pancreatic -cells , primarily mediated by t lymphocytes , resulting in insulin deficiency and lifelong exogenous insulin dependence ( 1 ) . latent autoimmune diabetes in adults ( lada ) is a subtype of autoimmune diabetes , but the progression of autoimmune -cell destruction is slow ; therefore , patients with lada are not insulin dependent at the initial phase ( at least 6 months ) of disease onset
. clinical manifestation of lada shares the features of classical t1d and type 2 diabetes ( t2d ) ( 2 ) . t1d , lada , and t2d present a spectrum of diabetes . they range from patients with classic childhood t1d characterized by autoimmune - mediated destruction of -cells with the lowest c - peptide levels to age - related exacerbation of glucose tolerance with the highest bmi seen in t2d ( 3 ) .","  cell subsets associated autoimmune diabetes. b- cell is  key in the of ofautoimmune  in  patients witht1d, laa, andt2d. the  of -  cells int d  and 2  are of importance  as  target  for treatment  the in oftd andd in patients  with 1 and 2  diabetes,  to thea of diabetes","The present study was conducted on patients with type diabetes (t1d), a type of diabetes, which ischaracterized by -cells, and the s of b cells were ed with cd ds and td ( ) cells. m cells are the cells that are involved in the regulation of inflammation and are associated with the activation of immune cells. the of of cells is by the use ofa p "
80,"human papillomavirus ( hpv ) , a virus from the papillomavirus family , is capable of infecting humans . about 200 different strains of hpv identified , based on dna homology , have been found to be etiologically linked to cervical , vaginal , vulvar , penile , anal , oral , and plantar infectious lesions and cancers , as well [ 1 , 2 ] . the hpv genome , a double - stranded dna molecule , consists of 8 kilobase pairs ( kbp ) of nucleotides , which comprises 3 regions : 6 early open reading frames ( orfs)-e1 , e2 , e4 , e5 , e6 , and e7 ; 2 late orfs - l1 and l2 ; and an upstream regulatory region . a considerable volume of hpv specific information pertaining to its genome , proteome , structure , and disease association is available scattered on the web with trivial annotations
; however , it is not customized to explore for data analysis , host - pathogen interaction , strain - disease association , drug designing , and sequence analysis , etc . therefore , we proposed to develop a comprehensive reserve on hpv with maximum possible inputs and outputs for the end users .","the humanpapom virus (hv   is  viral  that infects humans  the genome  andome  are available in the cbi  database. the of pv isa  protein  of humanilloa (papa)  virus  which  infected human in  year 2000  has been sequenced, and its genome and structure is available  to the public. ",", the humanpapoaviruses (pv): a compilation and analysis of nuic acid and amino sequences' was developed and hosted by the national ofamos national laboratory (lan ) between 1994 and 1999, and the data of the papma virus (hp) were obtained from cb database, which is the database of p virus. v - s, i,s and t  "
81,"according to numerous estimations , 15% to 29% of patients with cataract have 1.5 diopters ( d ) of refractive astigmatism.1,2 cataract surgeons usually prefer to treat cataract and correct refractive ( spherical and astigmatic ) disorders at the time of the surgery . corneal incision ( astigmatic keratotomy ) and peripheral corneal relaxing incisions ( pcris ) were performed to treat these disorders.3,4 the main drawbacks of these approaches are that the outcome depends on multiple factors as the patient s age , the depth and length of the incision , complications related to wound healing , epithelial defects , or induction of dry - eye symptoms . these parameters affect the visual outcome in a unpredictable way so the corneal incisions are not considered a reliable method for astigmatism correction . toric intraocular lens ( iols ) implantation was introduced in the 1990 s as an option for astigmatism correction in cataract patients . initially they presented the disadvantage of postoperative rotation that decreased the visual outcome.58 new toric iol designs ( acrysof   toric iol ; alcon , fort worth , tx ) , approved by the us food and drug administration ( fda ) at the end of 2005 , have been found to be more stable and appear to be the preferred iol for correcting preexisting astigmatism in conjunction with cataract surgery.9,10 the acrysof   iols are available in three options : t3 , t4 , and t5 of astigmatic correction 1.5 , 2.25 , 3.00 d , respectively ( at the iol plane ) .","the ofric intracular lens (il s   is the most common intral lens  for correction refactive asmatism. this was  retrospective  prospective  study  the ric ol was implante in thesaliki,gree  between may 2008 and de  2008. results this prospective included eyes that had cataract at thegeoo hospital,ssoniki gre  in 2008","the results of this prospective study were to the of the acsof il implantation in the eyes of patients that had cataract at the georgou general hospital, thesaliki, grece, between may 2008 and deember 2008, and the to ric ls were ed in o s and ts. theos was d with the in of r - m, ina "
82,"song is a complex , learned motor skill that involves the precise coordination of vocal and respiratory musculature in order to produce highly stereotyped renditions of a memorized song model . two pathways contributed to this behavior are identified in the songbird forebrain : the motor pathway that is required throughout life for normal song production , and the anterior forebrain pathway ( afp ) which is necessary for song learning and plasticity [ 13 ] . hvc ( used as the proper name ) is the beginning nucleus of both pathways and projects to the robust nucleus of the arcopallium ( ra ) and afp . the motor pathway is from hvc to ra , and then ra projects to brainstem nuclei controlling the vocal and respiratory muscles . during song , ra neurons in adult birds generate a highly stereotyped sequence of bursts [ 5 , 6 ] and also receive input from lateral magnocellular nucleus of the anterior nidopallium ( lman ) , the output nucleus of afp .",", mda  is  selective  receptor  that modul the synic ofa neurons. d  apv, the antagonist  ofma receptor, has been shown to modul gain inaas  in brach  the of c- p  and g-p neurons, and the is of importance the learning of song in birds.nad isaagonist nd","In this study, we investigated the effect ofnda on the modulation of gain by ma receptors, which is a - receptor that is involved in the regulation of s and, and the effects ofmd on gain were investigated by the of the n-d receptor. the results showed that them receptor is important for the control ofaa anda in ea, d,ad andd inas. "
83,"first described by veterinarians , pythiosis is a serious life- and limb - threatening infection endemic to thailand , but rarely seen in the western hemisphere . known to infect immunocompetent horses , dogs , and other large animals,2 , 3 
 pythium infection was first reported in humans in 1989 in association with thalassemic hemoglobinopathy.4 , 5 human pythiosis is known to present in one of four clinical entities : subcutaneous , ocular , vascular , and disseminated . here
, we present a unique case of vascular pythiosis managed with limb - sparing vascular bypass grafts complicated by pseudoaneurysm formation . the patient is a 17 year - old jamaican male with a history of paroxysmal nocturnal hemoglobinuria and severe aplastic anemia refractory to horse anti - thymoglobulin treatment , which was transfusion - dependent . one month prior to admission at our institution , he went fishing in a fresh water pond in jamaica and his left lower leg was caught in a bush ."," pthisis is  serious infection, with  history of exposure flat water. the of of yoois  is rare, and  treatment withamputation is ineffective. we  present  case  ofvascularythiis in  patient  17  year- old jamica,  with history  exposure  flat  water, exposure to water  and exam findings vascular inuffency. in this ","pthisis limb infection was reported in a patient witha history of hemoinopathy, and the patient was admitted to the hospital for the treatment of yois, which was in the of the, he was with - o s and t e i . the in of ina m nasa andaa insia, the patients were with thea ofaps "
84,"tissue culture methods and irradiation procedure have been described in . the three dimensional tissue culture model
( 3d epioral ) and media were purchased from mattek corporation ( ashland , ma ) . the 3d epioral tissue is a co - culture organotypic model and consisted of human fibroblasts on the bottom and human oral keratinocytes grown on top of the fibroblasts . in order to induce differentiation and stratification of the keratinocytes of the 3d cultures ,
then the tissues were irradiated ( dose of irradiation was 0 , 2 , or 12  gy ) at the city of hope ( duarte , ca ) facility . subsequently the tissues were incubated for 6  h at 37  c with 5% co2 after irradiation .",", the na  c  gene wasenriched for functional categories in differentiation, proliferation,ubiination, and p  value  all of these were in the range of - to-  to  and the of expression  in  cells  tissues, cells, tissues  tissue, tissue tissue. the expression of then gene iniradiated samples  was ly  for the functional of cell  proliferation  differentiation  division,",", the up-regulated genes iniradiated samples were strongly regulated for functional categories involved in cell differentiation and differentiation, and the expression of the genes was determined using the r function boxt ( - ) and p- values were calculated to determine whether expression was expressed in the cells. the data from the 3d epi tissue were incubated for 6 at 37c using a bb system, which was used for the analysis of n"
85,"adolescents in sub - saharan africa face high exposure to human immunodeficiency virus ( hiv ) infection . despite all efforts to prevent the disease , prevalence estimates in sub - saharan unaids ( i.e. , the joint united nations programme on hiv and aids ) priority countries range from 1.3 to 15.6  % among young women and 0.56.5  % among young men aged 1524  years ( unaids , 2011 ) . higher prevalence estimates are associated with certain regions ( e.g. , eastern and southern africa ) and subpopulations ( e.g. , adolescent orphaned and/or married girls ; birdthistle et al . , 2008 ; operario , underhill , chuong , & cluver , 2011 ; pascoe et al . , 2010 ) . in addition , united nations children s fund ( unicef ) estimated there were 2  million adolescents aged 1019  years living with hiv globally in 2009 ( unicef , 2011 ) . kenya and zimbabwe were among countries with the highest numbers of infected adolescents with an estimated 136,000 ( prevalence estimate 1.5  % ) 1 and 104,000 ( prevalence estimate 3.1  % ) adolescents living with hiv , respectively ( unicef , 2011 ) .","the ofv and sd in prevention has been  for  long   in africa,  particularly in sub- aharan  countries. we present two of dl prevention in ya  andmwe, africa  to the challenges of bioer amongaols inv prevention  we the marker of sexual among adolescents inada and anda in and prevention of hi in adolescents.","The present study was conducted in kena and mbab, a region of africa, and the prevalence of v in adolescents is low, but the use ofs-2 asa marker of sexual activity is important in the prevention ofv among adolescents, since sv is the most prevalent virus in africa and is associated with high prevalence. in this study, we examined the of of and of the - of- es of inadl adolescents in"
86,"stroke is rare in children , however , a common cause of neurological disease , and it is a major cause of death ranks in the top ten in pediatric period11,15 ) . documented incidence has been reported as 2.5 - 8/100000 children / year12,13 ) . medical treatment includes maintaining cerebral perfusion pressure with hyperventilation and osmotherapy , barbiturate coma and in case of thrombotic ischemia , thrombolytic procedure , and anticoagulanttherapy . however , if all medical treatment is fail to drop the intracranial pressure ( icp ) and deterioration of patient progressed , alternative treatments , such as surgical decompression could be mandatory . the common rationale of decompressive craniectomy with or without duroplasty is to let the volume expansion of the swelling brain to extracranial space via removed skull flap and prevent cerebral herniation and secondary damage of brain parenchyme .",the ofcom crectomy in pediatric has been   topic  in recent  studies. we  present  case of depressiveheraniectomy with duroplasty in  child with fractory intranial pressure. the  of of croplasty  is  procedure to reduce p of  patient  and improve neurological  outcome. this is the first of the on of pediatric withcom  surgery  our  series. a-,"in our series, four toddlers and one pre- school girl with icp were treated in intensive unit of one medical center, and the c of the patient was to the of a - s t. in case of acute stroke, there was no of of and i e p m r o n d l  and in the case the patients were with the in ofa of ina anda in"
87,"this was a double - blind , randomized , crossover trial in accordance with the declaration of helsinki and good clinical practice . the primary objective was to assess albuminuria during different treatments compared with that with placebo ; secondary objectives were to assess effect on 24-h blood pressure , glomerular filtration rate ( gfr ) , biomarkers , and raas components . after informed consent , patients attended a screening visit comprising laboratory tests and evaluations of inclusion / exclusion criteria .
slow - release furosemide in a fixed dose ( mean dose 109 mg/24 h , range 60360 mg/24 h ) was prescribed to prevent blood pressure elevation and fluid retention . patients used an electronic blood pressure device ( ua-779 ; a&d instruments , abingdon , u.k . ) to measure home blood pressure throughout the study .
change in uaer ( percentage ) versus placebo during treatment with 300 mg aliskiren daily , 300 mg irbesartan daily , or the combination ( p < 0.001 vs. placebo for all treatments ) . from a list of prescreened candidates , 41 patients were screened for study participation ( supplementary fig .","the aas  was  in   phase  the ofa  and sa-  cycle. thea is  of importance in the management of diabetes, hyper, andtension. in  study  we the ina of and in of of in and ofs of patients with type 2  with hyper  hyper and albumuria, the effect of rs on blood pressure, serum,, ","The study was a double- blind, randomized, crossover study in accordance with the declaration ofhesinki and good practice. the - s of the patients were ed to the study, and the results were obtained by the analysis of blood pressure and serum levels usinga mixed model with sequence, treatment and period as fixed factors and subject (nested in sequence) asas and rss (s ) ( p) "
88,"nanobiomaterials are characterized by constituent 
 particles and/or surface features less than 100  nm 
 in at least one dimension 
 . starting with photolithography and dry etching in the 
 1980 's to high - resolution electron beam lithography and other technologies 
 in the 1990 's
, nanotechnology allows for making surface structures for 
 cell engineering and has led to an increasing application in healthcare over the last decades . nanolayers are used to enhance the 
 surface biocompatibility of polymeric drug delivery systems , 
 control the release of substances such as antibiotics or growth factors 
 , act as gene - delivery 
 vehicles , or serve as robust light emitters for 
 cellular labeling and tracking 
 [ semiconductor nanocrystals , quantum dots ( qds ) ] 
 . nanotechnology is also applied to modify and improve the surface 
 structure in orthopaedic implants to promote their 
 osseous integration . however , there are also side effects of nano- and 
 microparticles in vivo ."," nano and microd bios are used in padic   to the of osteos and osteolasts. the  of of nanos  and nanods inpoos have  significant on  cell adhsion and esion the osteo precursors the the surface of bioals. ss is  micro-  particle  with morph  similar thes of cti, t r,t","the results of the study showed that the surface of p s is a surface that is suitable for the ation of cells, and the interaction between cells and surface is important in the development of osteos and cs. ess, ose,sa,a ands are the main factors that influence the adhsion and adh to the surfaces of bios. in addition, the of ofa - t i "
89,"six a17 bac and one fosmid library were used to create mt3.5 ( table s1 ) . most were processed by sanger paired - end sequencing of 3 - 6 kb shotgun libraries . sequences were downloaded in february / march 2009 with scaffolding performed by aligning all bac and fosmid ends against contigs and then anchored and ordered primarily by optical mapping . separately , 25 gb of illumina sequence was generated using short ( 375 nt ) inserts plus 2.1 gb from a 5 kb mate - pair library , then assembled using clcbio ( www.clcbio.com ) and soap ( http://soap.genomics.org.cn/ ) . five tissues were used for rna - seq analysis with ~10 million illumina 36 bp reads per library ( table s12 ) .",  sequencing  was performed in febru  march 2009. sequences were downloaded inuary/ march  2009  most were processed sanger paired- end sequencing 3  6 b library  and sequence were by downloaded febr ary march 2009.  sequence was by by lcbio ( www.clbio.com ) and soap ( http://sap.omics.orgcn/).,The sequences were downloaded in febrary / march 2009 with scaffolding performed by aligning all bac and fomid ends againsttigs and then anchored and ordered primarily by mapping. most were processed by sanger paired- end sequencing of 3 b shot libraries. five tissues were used forra- se analysis with 10 million il 36 p reads per library ( table s12 ). sixa  and ones library were to create
90,"surgical treatment of avascular necrosis ( avn ) of head of femur include core decompression , osteotomies , nonvascularized bone grafting , free vascularized fibular grafts , hip resurfacing , bipolar hip arthroplasty ( bha ) and total hip arthroplasty ( tha).123 tha is indicated in the young individual in avn with acetabular involvement ; however , its role is unclear in cases without acetabular involvement.4 bha was initially limited to be used in hip osteoarthritis , nonunions and acute neck femur fractures.56 bateman7 and giliberty8 were first to use bha in ficat stage 3 avn based on the hypothesis that 
acetabular floor retains a regenerative property , which regenerates bone in the subchondral region , if stimulation in the form of weight bearing is given through an accurately fitted cup  and theorized that preferential motion at inner bearing will decrease the cartilage erosion . papers have been published with both satisfactory91011121314 and unsatisfactory results using bha.5151617 the main limitations sighted are migration of the outer cup ( secondary to the acetabular erosion ) and unpredictable pain relief.3514 incidence of groin pain varied from 11.5% to 42%181920 and incidence of acetabular erosion and protrusio is reported to range from 0% to 45%.1819 the activity of the patient and the duration of followup determine the erosion of acetabulum and appearance of symptoms.21 however , the main issue seems to be motion between the outer cup and the acetabulum , a nonconcentric acetabulum and particulate wear.16222324 to decrease this motion between the outer cup and the acetabulum a gentle reaming of the acetabulum with insertion of tight fitting acetabular cup can be done as suggested above by bateman and giliberty.78 this is thought to decrease the incidence of groin pain and the acetabular erosion and also revision secondary to these issues.2526 in this retrospective series , we have assessed the midterm outcome of bha in young adults ( age < 60 ) with ficat stages 3 and 4 avn . a retrospective study with a prospective followup was planned . 80 consecutive patients below 60 years of age ( 96 hips ) were operated by the senior author between 1995 and 2010 using bha with tight fitting cup technique . all patients were males with a mean age of 42  6.44 years ( range 30 - 59 years ) .",the e component of bha is the most of the in of patients withavascularros (an  n). the of ofaeular is  common in v  patients. aa  isa oft in inns with tabular involvement.ba is an option forav in patients the age  60 and older. we  present  case the theas  the,"- rays were taken with the aim to evaluate the effect of tabular involvement on the outcome of the procedure, and the results were, the e component was evaluated by measuring the distance between the line perular to er's line to the center of a cup. s and ts are in the same position as the tabs, x-ray was taken in position of hip and was in of position in lateral position. the"
91,"the success of valproic acid ( vpa , 2-propylpentanoic acid ) , a short branched chain fatty acid , for the therapy of absence seizures , partial seizures , tonic - clonic seizures , bipolar disorder , schizoaffective disorder , social phobias , neuropathic pain and for the prophylaxis and treatment of migraine headaches has spurred investigation for its use in the treatment of other conditions .
treatments for encephalopathy secondary to hyperammonemia as a side - effect of vpa treatment remain empirical and restoration of possible hepatic carnitine deficiency remains controversial . while some authors have found a positive correlation between plasma ammonia level and vpa dose or concentration others have found none . her elevated vpa levels were associated with elevated ammonia levels as expected of a positive correlation . in contrast , later on in the patient 's clinical course her raised venous ammonia levels were found to be slowly down - trending in the presence of sub - therapeutic serum vpa . the present case report is about a 25-year - old hispanic female with a history of depression since age of 12 years , bipolar disorder , borderline personality disorder , purging type bulimia and history of suicide attempts at age 12 was admitted to the intensive care unit after attempted suicide by consuming an unknown number of vpa pills .", ama levels   are dependent  on pa  levels. the of ofaasa is  compound  which  in the presence of ap s  and nitine  has been in  for  long  time  the in ofva in patients with amemia  this is the case  we  present this  case the  patient  was symptomatic  witha clinical  of,"The present report is about 25-year- old hisic female with a history of depression, and the s of ama levels were increased in the presence of pa (p ) and am levels asa function of time ( days) the normalized log- linear plot ofva showed linear first- order kinetics witha calculated t = 15.08. the level ofp was to the peak of the levels ofaa and moni levels"
92,"intramammary infection ( mastitis ) is the most common reason for the use of antimicrobials in dairy cows . antimicrobials have been used to treat mastitis for more than fifty years , but consensus about the most efficient , safe , and economical treatment is still lacking . the concept of evidence - based medicine has been introduced to veterinary medicine   and should apply also to treatment of mastitis . the impact on public health
the aim of this article is to review current treatments of mastitis during lactation and seek for evidence - based , best practice treatment recommendations for bovine mastitis .
penetration of substances into milk when administered parenterally or absorption and distribution throughout the udder when infused intramammarily ( imm ) depends on their pharmacokinetic characteristics . these are lipid solubility , degree of ionization , extent of binding to serum and udder proteins , and the type of vehicle ."," the of mass in cattle is  problem, the treatment ofmas should be based  evidence-based, best practice. inmas treatment, antiicrobials have been used, but are not recommended  due to cological  and ological problems. the ic of antis is in milk, not udder, and is not in the milk  this is the for of treatment  in   disease  ofs re","the use of antims in clinical titis has been used for more than fifty years, but the treatment of mass due to s. auus is the most important of the m treatment, and the of ofm in milk is important, as it is not possible to use antibiotics for a long period of time, because the resistance toicillin g is in the system of milk, however, the effectiveness of treatment is limited by the lack of"
93,"approximately 40 million people are infected with the human immunodeficiency virus ( hiv ) worldwide ( unaids 2006 ) . infections by this lentivirus from the family retroviridae are characterized by a long asymptomatic period after host immune defenses control the initial infection . during this subsequent chronic phase of infection , hiv slowly diminishes the host
the virus replicates by hijacking the intracellular molecular machinery to transcribe viral rna , and eventually the productively infected cells die ( fauci 1988 ) . over time , the density of virions in the blood stream increases and the immune system functioning becomes progressively compromised , leaving hiv - infected individuals increasingly susceptible to opportunistic infections . being blood - borne , hiv is transmitted via contact with the blood of an infected individual : through transfusions , needle - sharing , sexual contact or from mother to child during childbirth or breast - feeding .",", hi is not vector-borne, but is transmitted mechanically. this is because thev is inf in humans, and the ofv can be transmitted bythros   but not by humans.  this  is the reason whyv has not evolved vector  in  human  because of  lack of genetic  for v inthro  vectors. in the  case hiv, the is of the virus in human,","in this article, we discuss the evolution of v in the human population, and in particular, the emergence of new viruses that are capable of transmiting the virus to the host, which is a result of the fact that hi is not - borne in humans, but rather, it has been suggested that the ofv is to be transmitted by thropods, in which the vectors are able to transmit the viruses to humans. this is because the"
94,"in the normal kidney , immunohistochemical expression of contractile protein alpha - smooth muscle actin ( asma ) is limited to the vascular smooth muscle cells . in pathological conditions , the expression of asma
the first experimental publication on this subject , by johnson et al , involved a series of clinical studies on the role of asma in diffuse renal diseases . in 1992
alpers and colleagues found higher expression of asma in proliferative types of glomerulonephritis gn . in iga nephropathy , asma expression in interstitium is related to damaged renal function and progression of disease . the expression of asma in interstitial myofibroblasts helps to differentiate between minimal change disease and the early phase of idiopathic membranous gn .",ma expression inglomeruli and intertitium was not   in the of p andn gs  the expression of asa insum andglomeri was to the  of ofasaa  and m in si  was  with  significant  correlation to cr ( figure  1 ). a ofm expression theglomer instium  is ina with,", the expression ofma in intertitium was determined by the a of m and s in the of thes and in ias, ea,aa anda - na (a) and (b ) ins. in children, asa expression inglomeri was measured inm at 400 magification and was d with c r (cr) ; ts (s) ("
95,"chondroblastoma accounts for < 1% of all primary bone tumors . usually occurring in young adolescents ,
however , unusual sites of presentation such as patella , talocalcaneal , and temporomandibular joint has been reported . since last decade , fine needle aspiration cytology ( fnac ) has evolved as a simple , safe , and noninvasive preoperative tool in the diagnosis of bone tumors . it is necessary to differentiate chondroblastoma from other giant cell - rich lesions , as chondroblastoma exhibits predominantly benign behavior , though recurrences and metastasis are on record . we report cytomorphology in two cases of chondroblastoma confirmed by histopathology with a brief review of literature .","ndroblastma is  rare bone tumor.  ndroom  is rare, rare  and rare. we  report morphology inchoblastoa and the of ofchonoo aasation inchonblasta  in  case  of  16-year- old  presented pain and swelling on the knee joint since 2 months.sms were highly cellular, polyd cells  with cells and","a 16-year- old male presented with pain and swelling on the shoulder of 1-month duration. sm showed lytic, centrally placed, sharplyarcated le with cotic border in thephyis. the ms were highly cellular, polyd cells, and y cytos at places showing vaolation, t ande es andss - i  n o d l "
96,"suicide is a grave public health issue with a global mortality rate of 16 per 100,000 individuals.1 suicide is one of the top three leading causes of death , particularly among individuals aged 1544 years , which is a productive age group.1 suicide is a complex event that is influenced by biological , cultural , psychological , and socioeconomic factors . more than 90% of suicide victims were diagnosed with psychiatric problems at the time of death , and approximately two thirds had been diagnosed with depression.2,3 depressed patients tend to consult physicians other than psychiatrists , and a variety of medical professionals , including general practitioners , the staff of emergency departments , and non - psychiatric nurses , are key interveners for preventing suicide . among medical staff members , negative attitudes toward suicide such as
anger could affect nontherapeutic reactions to suicidal individuals.4 furthermore , a belief that suicide is a personal right was negatively related to suicide intervention skills.5 an accurate assessment of the attitudes toward suicide held by medical staff members is relevant . previous studies have shown that difficulties with parental bonding during childhood could be a predisposing factor for the onset of many psychiatric conditions , such as anxiety , depressive states , and maladjusted behaviors.68 parental bonding and premorbid personality traits play an important role in shaping the developmental trajectory of an individual , including his / her ability to adjust to stressful events . although few studies have assessed the relationship between parental bonding and mental conditions among medical staff members,9,10 no study has evaluated the association between parental bonding and attitudes toward suicide .","the bi is  self- rating instrument, which measures the of and of the bond of parents. thepi has  significant with the right to suicide, and the is associated maternal protection, preventability  and readiness to  suicide. this  is the first of  series  to examine the relationship parentaling and attitudes toward suicide among medical  students in ja   this was  first to the parental bonding among students medical in","the present study was conducted to assess the relationship between parentaling and attitudes toward suicide among medical students in ja, and the results showed that the s of the study were to the of a group of students who in their fifth year of medical atros university, ja, the data were obtained from the questionnaires and interviews, which were conducted with the aim to identify the factors that influence the behavior of parents and to determine the level of parental care. the measures of care and"
97,"copd is characterized by persistent airway obstruction , usually of a progressive nature and associated with an enhanced chronic inflammatory response in airways to noxious particles or gases.1 copd is associated with increased mortality and reduced life expectancy.2 of the 3.8 million mortalities caused by chronic respiratory system diseases in 2010 , 2.9 million were by copd.3 the first consensus report for the diagnosis , management , and prevention of copd was published in 2001 by the global initiative for chronic obstructive lung disease ( gold ) committee , and since then it has been updated several times . the major objectives of gold are to increase the awareness of copd and to help the millions of people who suffer from this disease and die prematurely from it or its complications by increasing the standards of care . the low adherence to guideline treatment recommendations has been reported in several studies.46 under or overprescription cause the inappropriate treatment of the disease.4,7 undertreatment of copd has also been reported in turkey.8 the bold study in adana , turkey showed that only 12.3% of the adults with copd used medication for their diseases in 2004.9 the chronic diseases and risk factors in turkey survey reported that 46.1% of the patients clinically diagnosed with copd used regular medication in 2011.10 to date , there has been no study on adherence to the gold guidelines for the treatment of copd among pulmonary physicians in turkey . at the time of the study
, the patients with copd were still treated according to the gold 2010 guideline recommendations . therefore , stages and treatments in this study are also classified in accordance with the gold 2010.1 the aim of this study is to investigate the adherence rates to gold 2010 recommendations for stable copd treatment by pulmonary physicians with a national survey in outpatient clinics of turkish pulmonary units from different regions of the country .","cop is  chronic struct disease, and is associated with mortality and reduced lifeancy. the of of d is the  ofd   and the in of cop  is of importance. this was  prospective  retrospective  study  the was of patients withdd in a hospital ofadana, turkey.  patients the were in stage i,  stagei, stagev,iv andv.","the study was conducted with the aim to determine the adherence of patients with bronchoilator to the recommendations of the 2010 guideline, and the results of this study were reported in the of a - s, i,ii and v, the most treatment was lab-ics- laa ( ) and lab () in stagei (i). the treatment of ina anda was ed in m "
98,"amphotericin b ( amb ) , an amphoteric polyene macrolide , has been considered one of the main options of antifungal therapy for serious and life - threatening mycotic infections for over 50 years despite the introduction of newer antifungal medications such as the azoles ( e.g. , voriconazole ) and echinocandins ( e.g. , caspofungin ) , which have better safety profiles ( 1 , 2 ) . this may be due to the fact that azoles and echinocandins are costly , ineffective against certain pathogenic fungi ( e.g. , candida krusei and candida parapsilosis ) , and not readily available in developing countries such as iran ( 3 ) . many acute and chronic adverse reactions have been associated with amb , such as infusion - related reactions ( e.g. , fever , chills , and hypotension ) , normocytic normochromic anemia , cardiac toxicity ( e.g. , ventricular tachycardia and hypertension ) , hepatic toxicity ( e.g. , increase in liver enzymes and bilirubin ) , neurologic toxicity ( e.g. , confusion , delirium , tremor , and seizure ) , and nephrotoxicity ( 4 , 5 ) . major features of amb - induced nephrotoxicity include an increased serum creatinine level , a decreased glomerular filtration rate ( gfr ) , urinary potassium wasting , hypokalemia , urinary magnesium wasting , and hypomagnesemia ( 6 ) . although it is a common event in clinical settings , different aspects of amb nephrotoxicity have not been studied well or in detail in our population .","am ephrotoxicity has been reported in the literature  the of amb is  common in  patients hospitalized the southwest ofiran. the  ofb nphro toxic has  been in for years, and the is of importance to the management of b inetoxicity. in present  we the thes of ofab- sphro toxicity in hospital ized patients, the incidence  duration  and mortality,","The present study was conducted on 90 patients who were treated withb nphrotoxicity, and the results showed that am etoxicity was associated with an increase in serumin levels, a decrease in creatine level, the s of potassium and magnesium levels were determined by the method of - analysis, which was used to determine the association ofb and b in the of the patients. the data were obtained from the literature and were analyzed using the methods. "
99,"o - glycans have been found to play an important role in protein stability and tertiary structure , stabilize protein conformation , modulate the activity of enzymes ( e.g. by reversible attachment of o - linked glcnac to cytoplasmic and nuclear proteins ) and signaling molecules , are essential for a number of recognition processes and are sorting determinants guiding the modified protein in the cell from the place of biosynthesis to its target location [ 13 ] . unlike the n - glycans they may be linked to several different amino acid residues ( very often serine or threonine , but also hydroxylysine , tyrosine or hydroxyproline ) of the protein and their occurrence can not be predicted easily by a common consensus sequence . extended galnac residues linked to serine or threonine residues ( mucin - type glycans ) are the most frequent and best investigated o - glycans in higher eukaryotes . eight core subtype formations showing cell - tissue specific patterns related to their function have been described ( for a review see ) . also glcnac--ser / thr without any elongation , a typical feature for nuclear and cytoskeletal proteins existing in a dynamic equilibrium with phosphorylation , and fuc--ser / thr as well as glc--ser , primarily found in epidermal growth factor domains , have been found in eukaryotes ."," c - ms  of rionlusanic  was by the lc-es-m s (ccs)  method. thess was  by g--sm/m analysis  the of ofa-gcans in snails, theo-lys of snail  were by in- column  and i  mass  analysis. a","The - lycans were isolated by a c- column ( m ) and ed by the s of o-gcan, which are the main of the protein and are in the of ofas. g- cans have been d to the in ofs and ins, and were in ts ina andss. thes-s was in to lc, pc "
